OTU_ID,C1,C2,C3,P1,P2,P3,Kingdom,Phylum,Class,Order,Family,Genus,Species,
OTU184,13,18,9,0,5,15,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU473,13,3,11,5,19,14,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU326,13,13,16,16,22,13,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU651,13,0,10,2,0,13,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU440,13,3,12,19,11,9,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU613,13,2,9,6,7,5,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU415,13,4,1,12,5,4,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU2015,13,5,21,3,5,4,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU119,12,9,36,23,39,10,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU2638,12,3,3,6,8,9,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU428,12,1,14,1,7,7,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU550,12,13,11,6,9,6,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU160,12,1,8,0,3,5,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,,,,,
OTU1409,12,0,2,3,8,1,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU258,12,2,7,4,5,1,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU49,12,11,17,2,4,1,k__Bacteria,p__Planctomycetes,c__Pla4,o__,f__,g__,s__,
OTU989,12,2,3,1,4,1,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,,,
OTU73,12,3,30,2,1,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU343,12,3,6,1,1,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU565,12,0,4,4,2,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU359,11,4,4,4,12,23,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__,f__,g__,s__,
OTU181,11,4,14,9,6,18,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU136,11,8,9,5,6,11,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU244,11,1,19,2,7,10,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__,
OTU671,11,1,15,1,6,9,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__,
OTU462,11,6,4,5,10,7,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__,
OTU174,11,3,11,5,4,6,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__H39,f__,g__,s__,
OTU142,11,5,13,60,13,5,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU559,11,1,8,10,6,5,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU1049,11,0,5,1,3,4,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__A21b,f__EB1003,g__,s__,
OTU703,11,4,26,8,5,3,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU976,11,0,12,10,5,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU1014,11,1,11,0,5,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1587,10,12,16,31,45,32,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU399,10,4,6,19,23,27,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU532,10,4,18,18,31,26,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__Candidatus,,
OTU600,10,4,1,6,5,14,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU2716,10,0,5,4,2,13,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__CCU21,f__,g__,s__,
OTU453,10,4,6,3,8,12,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU120,10,4,8,1,7,9,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU2039,10,2,3,2,2,9,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__Candidatus,,
OTU392,10,5,7,11,6,8,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__MND1,f__,g__,s__,
OTU61,10,13,17,15,26,7,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU851,10,4,5,5,1,7,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,,,,
OTU287,10,1,4,12,3,6,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU7,10,231,8,4,5,5,Unclassified,,,,,,,
OTU106,10,1,2,3,0,4,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,,,
OTU1899,10,1,9,5,4,3,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU1033,10,4,14,4,3,3,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU38,10,1,8,1,2,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU893,10,1,3,11,4,1,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SHA-20,f__,g__,s__,
OTU605,10,2,5,0,0,1,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__,f__,g__,s__,
OTU79,9,7,4,0,5,15,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU1267,9,0,6,0,4,13,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU1842,9,4,2,25,20,10,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__,
OTU183,9,0,3,2,3,9,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU918,9,4,22,1,3,9,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU955,9,6,8,1,2,9,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU2105,9,3,8,13,7,8,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU376,9,3,4,4,7,8,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1085,9,2,8,6,8,7,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU449,9,2,19,0,5,7,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU619,9,0,6,2,8,5,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU357,9,5,17,2,2,5,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU608,9,7,10,2,1,4,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU728,9,2,5,5,3,3,k__Bacteria,p__Acidobacteria,c__iii1-8,o__32-20,f__,g__,s__,
OTU546,9,0,3,0,1,3,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__,
OTU825,9,1,5,4,3,2,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU87,9,2,11,3,1,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Labrys,s__,
OTU765,9,5,11,9,2,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU573,9,1,0,5,1,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Rhodoplanes,s__,
OTU2958,9,1,5,1,1,1,k__Bacteria,p__Acidobacteria,c__TM1,o__,f__,g__,s__,
OTU447,9,0,1,0,3,0,k__Archaea,p__Crenarchaeota,c__MBGA,o__NRP-J,f__,g__,s__,
OTU1221,9,5,11,2,2,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU1807,8,5,24,14,17,39,k__Bacteria,p__AD3,c__ABS-6,o__,f__,g__,s__,
OTU255,8,6,10,17,30,34,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU250,8,14,12,3,8,29,k__Bacteria,p__Chloroflexi,,,,,,
OTU210,8,6,19,20,12,21,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU128,8,8,10,17,14,19,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,,,,
OTU1001,8,4,9,1,13,18,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU420,8,0,2,7,0,17,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU59,8,6,8,37,13,14,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU330,8,11,10,6,13,13,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU1549,8,5,24,7,11,13,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU1579,8,2,16,13,13,12,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__,s__,
OTU292,8,6,12,13,22,11,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__,
OTU123,8,4,22,0,4,11,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__,f__,g__,s__,
OTU822,8,5,7,6,6,8,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU275,8,5,11,7,11,7,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1145,8,2,0,7,7,6,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Rhodoplanes,s__,
OTU1723,8,2,5,1,1,6,k__Bacteria,p__Chloroflexi,c__Ellin6529,o__,f__,g__,s__,
OTU656,8,3,2,3,7,5,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1022,8,3,11,7,3,5,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,,,,
OTU1958,8,1,6,2,3,5,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU437,8,1,20,1,2,5,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU725,8,1,5,0,2,5,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU682,8,3,3,6,15,4,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__,s__,
OTU524,8,0,8,2,10,4,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__Candidatus,,
OTU2072,8,1,7,8,5,4,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU360,8,1,15,5,5,4,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,,
OTU1016,8,3,12,2,5,3,k__Bacteria,p__Acidobacteria,c__Sva0725,o__Sva0725,f__,g__,s__,
OTU2094,8,0,4,3,3,3,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU452,8,2,8,3,6,2,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__Solibacteraceae,g__Candidatus,,
OTU277,8,2,0,10,4,2,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU724,8,2,8,0,3,2,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__,
OTU840,8,3,44,4,1,2,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU896,8,5,37,0,0,0,k__Bacteria,p__Acidobacteria,c__Sva0725,o__Sva0725,f__,g__,s__,
OTU530,8,1,3,0,0,0,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__,s__,
OTU243,7,6,9,17,20,19,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Frankiaceae,g__,s__,
OTU1312,7,3,21,15,13,17,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU381,7,1,2,11,6,10,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__CCU21,f__,g__,s__,
OTU1038,7,5,11,10,11,9,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU1883,7,3,4,16,9,8,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__,
OTU2774,7,2,13,8,5,8,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,,,,
OTU507,7,3,4,4,6,7,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,
OTU676,7,1,0,0,5,7,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinosynnemataceae,,,
OTU2361,7,1,4,3,3,7,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU441,7,1,0,14,9,6,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30-KF-AS9,f__,g__,s__,
OTU1147,7,2,2,2,3,5,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__KD8-87,f__,g__,s__,
OTU260,7,3,5,4,1,5,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__,g__,s__,
OTU304,7,1,2,3,1,5,k__Bacteria,p__Chloroflexi,c__S085,o__,f__,g__,s__,
OTU134,7,6,12,4,9,4,Unclassified,,,,,,,
OTU649,7,3,5,13,5,4,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,,,,
OTU463,7,2,4,5,1,4,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__,
OTU5,7,214,9,3,1,2,Unclassified,,,,,,,
OTU1317,7,0,2,4,4,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__,s__,
OTU567,7,1,6,1,3,1,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,
OTU1602,7,0,4,1,2,1,k__Bacteria,,,,,,,
OTU2163,7,1,6,5,1,1,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,,,,
OTU129,7,0,5,1,3,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Ellin329,f__,g__,s__,
OTU1372,7,3,7,10,1,0,k__Bacteria,p__AD3,c__JG37-AG-4,o__,f__,g__,s__,
OTU187,7,6,25,0,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU101,7,0,4,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU960,7,0,4,0,0,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU1045,7,0,3,0,0,0,k__Bacteria,p__Acidobacteria,c__TM1,o__,f__,g__,s__,
OTU108,7,0,1,0,0,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU1229,7,51,0,0,0,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Cupriavidus,s__,
OTU404,6,2,2,0,5,31,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU627,6,8,10,16,9,14,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__11-24,f__,g__,s__,
OTU698,6,0,2,3,5,14,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,,,,
OTU1757,6,0,6,1,5,12,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__,g__,s__,
OTU500,6,1,4,2,3,12,k__Bacteria,p__Chloroflexi,,,,,,
OTU1730,6,2,14,6,2,12,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1383,6,1,16,5,9,11,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2328,6,11,4,5,2,11,k__Bacteria,p__Chloroflexi,c__Ellin6529,o__,f__,g__,s__,
OTU1488,6,3,7,2,10,8,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU444,6,1,6,2,6,7,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU2560,6,1,4,1,4,7,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__Candidatus,,
OTU390,6,2,6,3,7,6,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__A21b,f__EB1003,g__,s__,
OTU732,6,3,4,0,1,6,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__,f__,g__,s__,
OTU705,6,10,7,16,11,5,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,,,
OTU969,6,1,10,18,9,5,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__RB41,f__,g__,s__,
OTU1098,6,2,5,1,3,5,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
OTU1107,6,0,1,0,0,5,k__Bacteria,p__WS3,c__PRR-12,o__Sediment-1,f__PRR-10,g__,s__,
OTU1058,6,2,5,3,16,4,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__,s__,
OTU495,6,1,5,2,8,4,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU180,6,1,1,3,6,4,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Thermogemmatisporales,f__Thermogemmatisporaceae,g__,s__,
OTU534,6,3,10,5,4,4,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__SC-I-84,f__,g__,s__,
OTU681,6,2,17,3,4,4,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,,
OTU795,6,2,10,1,4,4,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU897,6,2,10,4,2,4,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU1992,6,0,2,3,2,4,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__,f__,g__,s__,
OTU351,6,4,6,6,1,4,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU717,6,0,5,3,8,3,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,,,,,
OTU633,6,1,2,0,7,3,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__B12-WMSP1,f__,g__,s__,
OTU84,6,4,12,0,5,3,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Rhodoplanes,s__,
OTU2283,6,2,0,0,4,3,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__,s__,
OTU616,6,0,3,2,2,3,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__,
OTU1117,6,1,1,2,2,3,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__,g__,s__,
OTU586,6,4,6,6,1,3,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__,s__,
OTU881,6,2,11,1,0,3,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU460,6,0,6,1,10,2,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU465,6,0,3,1,9,2,k__Bacteria,p__Acidobacteria,c__Acidobacteria-5,o__,f__,g__,s__,
OTU481,6,1,4,0,4,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU1115,6,2,3,1,1,2,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__,s__,
OTU868,6,1,16,6,0,2,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,
OTU159,6,3,20,0,8,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU625,6,0,3,0,3,1,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU252,6,0,12,4,2,1,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,f__,g__,s__,
OTU1682,6,1,15,3,1,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU431,6,0,30,1,1,1,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__,
OTU737,6,0,4,5,0,1,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU436,6,0,9,3,0,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__,f__,g__,s__,
OTU790,6,1,11,2,6,0,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU963,6,6,11,0,3,0,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__,s__,
OTU487,6,0,7,6,1,0,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU553,6,2,4,2,1,0,k__Bacteria,p__Gemmatimonadetes,c__Gemm-1,o__,f__,g__,s__,
OTU115,6,0,2,1,1,0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__A21b,f__EB1003,g__,s__,
OTU536,6,1,4,0,1,0,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,
OTU486,6,0,8,1,0,0,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Ellin329,f__,g__,s__,
OTU638,6,1,1,0,0,0,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__FAC88,f__,g__,s__,
OTU564,6,0,0,0,0,0,k__Bacteria,p__Acidobacteria,c__Sva0725,o__Sva0725,f__,g__,s__,
OTU1615,5,13,14,51,68,21,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__,
OTU731,5,2,7,5,11,17,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__,s__,
OTU519,5,1,8,17,6,13,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Edaphobacter,s__modestum,
OTU291,5,0,1,10,1,12,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__,f__,g__,s__,
OTU892,5,5,7,0,3,10,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__,s__,
OTU1150,5,6,0,0,7,8,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__B12-WMSP1,f__,g__,s__,
OTU1035,5,4,8,3,0,8,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__,
OTU2656,5,2,0,6,8,7,k__Bacteria,p__Chloroflexi,c__TK10,o__B07_WMSP1,f__FFCH4570,g__,s__,
OTU784,5,3,1,2,2,7,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU1026,5,2,2,3,1,7,k__Bacteria,p__Chloroflexi,c__S085,o__,f__,g__,s__,
OTU476,5,3,5,2,4,6,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU148,5,4,10,9,3,6,k__Bacteria,,,,,,,
OTU2503,5,3,6,5,3,6,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__,
OTU834,5,5,5,2,11,5,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,,
OTU2031,5,1,14,3,7,5,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__,
OTU413,5,2,5,1,5,5,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017,g__,s__,
